record_index,image_name,provenance_file,original_provenance_sha256,original_image_sha256,tampered_image_sha256,image_byte_offset,image_byte_before,image_byte_after,original_label,tampered_label,original_quality,tampered_quality,original_identifier,tampered_identifier,label_tampered_provenance_sha256,quality_tampered_provenance_sha256,identifier_tampered_provenance_sha256
574,200_2.jpg,200_2.provenance.json,2b94a0fe84f3ea8cf69d1a1d5501772b9a62bd56d0800cb2b8aff26ea350bd93,2104bc5cb4b0c4ad34df44fd0c82556c8b3bcc72f3beb651a12fe5cee859af6b,4c25630bbcc161151b53b17d91b14323f1691d8770f4d7b6efee683fe5928951,62081,3,2,GON-,GON+,5.90,5.91,200_2.jpg,tampered_200_2.jpg,5742f9dbfdd523dd3f522a73fee1617e069991ebe8e893274a27aaffa1a63b25,6ae7609a4cbbd5817234cf85894115df88224a91d4a85589a7f3b95babfcf253,d90e62acab6daa7b4d6e2ac2545b97c45903f37a8cf5fa253ed0ce4b978d5e7f
575,200_3.jpg,200_3.provenance.json,35ab324afa7f6118efd9503224501e1eae7dc9f4aec8c699b343008968609917,ea7171cd55306eb18efe7f2f3b1133976d53d127821587f9bcaa2d7b30fc189f,665ced38c9087e66f2a43defc55059314e97061dc0ac7b08b232d19e6bf1c533,78647,242,243,GON-,GON+,7.30,7.31,200_3.jpg,tampered_200_3.jpg,1aac1afac87ea1a1acf71a2c4ff3e83bfcd2a0d7a5685abf61bac268f3eb6c28,37b68eb3f75e2fd50d3562aebba36bcfdce26d077ac0f80badcbe39350841815,563b6eb590e495848217cbf7bcf8faaeff4d04ffe367dfb3e8f8e11e23233ac0
576,201_0.jpg,201_0.provenance.json,e3fb71b2e6044705719d6e634554619c42431aebab017067eb5eb9d3aaf9a397,6d6e21e8205c1bffe6719a639c5e2f310fbaf1cc84cca3c80381e87bde05160d,3c69ebe1a5f79f7e61ccef8361f57b719a61554e922fb75b5bd29c8738fa7cd9,58850,57,56,GON-,GON+,7.04,7.05,201_0.jpg,tampered_201_0.jpg,83c8afa9873cec5fdb2ab7ef43559765c43451afe4489193adb1209a3496bd8e,4ce0401e7807a8fa3c6f336be41d012feeccdeed12122c7b85b7a59e09484b38,dc5d20c50b30959da75825b02c653ead0668dd0ea64ed769b27431b0061f6ea3
577,201_1.jpg,201_1.provenance.json,a547ddef59b1965012a6f6b47cbd96148dd6b82b9cf8077e39f13446da5dfb81,8ad63bf581ba0ae3efc57354573baa8d1ecf0b5bcf0a35010f693c719f011362,11522500ad13f75f1e057ecac16b2fff6ef51a843ba24921ddda6da7c683bcdd,61592,164,165,GON-,GON+,6.61,6.62,201_1.jpg,tampered_201_1.jpg,b9064347b5678eac1ac95f1fc572d2b44e48b24b53f2563bb2754adcb7f256ce,7271e51d48fbc617d576f687ff45057fc0417ed302f743dcfc1ea1c8f3e2cb2b,ccd2b26af2c12dd56ffb011fa0f9ea604666bc1896f414f6ec3f0d2cb2c0400d
578,202_0.jpg,202_0.provenance.json,ca813962159b91e55085adf41e452765fb25ae43e2686fd88f600ef07b1f3c42,124e0f9acf044fc41988c3d53c0739e72928bb6f5e9495b667c9df6f70cd0144,c570902339f96c62d0741cb080086f75afd99f6e56aa5b9fb7c014f8e82c7480,59742,196,197,GON-,GON+,5.36,5.37,202_0.jpg,tampered_202_0.jpg,1ad82517177ac1330b825df38cfc4026625548c13d5490dbb84b7b424f317e06,15046e4eb12bbd937aefe1bdb4bc59f0b48a399ea7405fa25396fb0b9ea74040,60bd6513b87d9fb37d2cb07e0fceb60d12240e6cbeb09fe62e7cde3e8d1bd83c
579,202_1.jpg,202_1.provenance.json,a371a9fc93ca26b98594b4c6cec9ba0bb17fcfa6a1c5c867e48fe2674dddea08,ffa6bafae67ae96139e52f25f19a33c530c1bce003af1071f3064ef6b92ba588,365325f4df183250712611a7144cad79a3818191811f507929cb9379d6cd27dc,60453,30,31,GON-,GON+,3.78,3.79,202_1.jpg,tampered_202_1.jpg,f3ea7fbc97a50c1f5b0f0df07de1062bc1d3e832a7fb6a28748121e23717870d,72be7ca5a70583924c87da892f14086238c165bfd914ce4e34dbe11b7b22ec42,8036630258eafc8ef6a2a146336a1645d43f1315d76cd5ba549c247e525a4b4e
580,203_0.jpg,203_0.provenance.json,3a51e9a7cb2ce98807a19fbf92a0ae1e0ba8d8bfc286287db374a5239083834d,b1dbb331ff08912b98a620b390d4a35a4d28ace0d1054f12f4c6e62ab72b2a6a,9eff819be054b26ba925d867d6ec2e553c15d5fd3b87903539d181c35bfc616e,71110,145,144,GON-,GON+,6.98,6.99,203_0.jpg,tampered_203_0.jpg,5ee3644cfd7beea1336083aca9aca832310cb861a14de7123f5735cae86977f3,3a226f5817bd8e35fc6fef4340835f89ca863420335920c34af4a60c41d7f714,de9ee2342982260734922dc3ce320b42285556358c327f3a87fdc8f8cfbe277b
581,203_1.jpg,203_1.provenance.json,49f3aca95cf5a9d64ee91f186134afb01d23d42e74412b4dc3a677b295e915ea,319e2e53ae2b804dc99bcf94ce0e80403d56cba0285043121ee4ae36acc3670d,1b7dafb62f5c0790dceb9265dc77182379902caa3ee35140a72dcf69af8ec232,77313,160,161,GON-,GON+,6.70,6.71,203_1.jpg,tampered_203_1.jpg,37356d24faf345ebb90c8560365e6a56ef0126ed696fad10c5190d63126955fb,d13dbc1d778af823081de020dad5a465a5b0c0c1efc9a36eaad0ac959b573a7d,fd4340ef4bff4f311f356ba913aab19e930da086294f890d07f6ef77ebe429b7
582,204_0.jpg,204_0.provenance.json,468228ac2ef1436a160c373d66096ace9f751dbde2cfe0fc269242213336b605,c3bdeec4f366efba2cb58eb4b1423e99c85f1ab463f0119322a61b6f118c0f63,321678131b3edb1ddc3be517bce6b34354b8de19a949f9e27685741ddb9a83e4,74276,64,65,GON-,GON+,7.42,7.43,204_0.jpg,tampered_204_0.jpg,7a70ca529bdc7fe87dfa3cc2014a9ea65052fe94da905e9495a3988bfe2ed9ca,6f851e7ede9bacd0d245932e7b013c4dc031c03e925c96d063fcb77ec5c009a0,2a7867a23466f953cb4ae79266ceca438a262156590c2c858b24cef1c7d1baa7
583,204_1.jpg,204_1.provenance.json,e8882ceb43a3142c93572e4c6a2435b1a4799386e6827d99836a4fc86b1a55ab,cef8f292159755513a01f906d9613040c026a2303aef16128915fd8cab59dc45,ade97f1f371663759d502f2da1b61cb8392cdfa9cadaf2b58dfb902495f47a81,65360,155,154,GON-,GON+,6.61,6.62,204_1.jpg,tampered_204_1.jpg,addee60f85d737f0aef0a76dfbebd8514e0fc92df4110a049d15d482c79fbafc,bb7e97e7e9e577eaad9158791c93906eef54130948c91d68907e9abf04009183,f3f8b7672548e327bcd38555de65b9d16e30fb2756f90c230d14c2f0f43652f2
584,205_0.jpg,205_0.provenance.json,f515e5c5e0fc3c2f38e7316d2583bb397bc51d4c22d367a6872c5dd4a309e418,e376c9e959a3c85729ad1ec41248df834f36fcbbf1d6d882be6ffc10f8706e4c,725838d5de3e292bb8a81082de6d8dcb704003dca73a75020e60603f5d288f0c,78979,22,23,GON-,GON+,5.77,5.78,205_0.jpg,tampered_205_0.jpg,985e5485c9b6b4ec86b398a6568db211afc4f7874d3218b2d07256bd0a1449b1,4043a4de6cdd5cb5b7c5f654b1433bc2a692ab896fbf64bb8a87c0cc309517dd,fb3032543c71e50f5edae4729e3e8c285ffe9728edc5e826f1e180e0f8edfdff
585,205_1.jpg,205_1.provenance.json,99dbb23c324988edb2f8b2624c6614402a9efb613481947c5c696b4d7bb2f1a8,df57428ae6f641b2e58765823256f6dfd8c9b624ab5cf3f574a5d2afa5179587,89c04e55fe0b4fca1ba3c540646514b614a64096f9ce75648b1f250d420738aa,71925,180,181,GON-,GON+,6.27,6.28,205_1.jpg,tampered_205_1.jpg,26b68a9e5f54ae073065ebdedcd5136890904ac8a3a0c0c15c29f5b3c13d4d57,a89ae28f1f8089b356fb9c63169f4f485d06541cac21496b97d20f4e4fb3db89,9dd38e94ad2101b76f73543d711efebf972aee8053f15118178e216f25cd1356
586,206_0.jpg,206_0.provenance.json,f3bdbfe007a3c2f88ef7adbf18926f0ddcedcf2a0933f898ebec77d40a7703f9,e7f14a44b84b27e0a7606674ae1b2613068409c7f85961d8f91b1c2cd8bb8f7f,f108c6d2a8f8e7a09c7a6b1e8c6cffb686bbeda0ba20130afb3a2e7e4793e96b,55543,73,72,GON-,GON+,6.06,6.07,206_0.jpg,tampered_206_0.jpg,fd2d19ccf68674baf2ce9929c95ed64aef8144739a444740056aa5ee26d23c14,60d5a85d4b80c713da3dea5f5193d0595a9ef9e72bcffa115ad582a3afbf92c7,04a4ac53a85e042a16937d5e8d130bf137ed8f0ebceb32f67dddcc4d02e2ef89
587,207_0.jpg,207_0.provenance.json,00a6028ea999a9fa1b442e3a20709d828c408da84d127fe27213173c215ca2a8,42b6abe19f0626dd34540d51c54c0d7bd18938fbe4289f69ba54ca2b4489f997,f08ef365df4b222b36a32de688e8ae323a1aee18a1617ad721e1986503b37fb0,61177,92,93,GON-,GON+,5.80,5.81,207_0.jpg,tampered_207_0.jpg,263794a802c8a2bca9d264b8bab414fdf05f448590164b04c46a49b5f84cbd43,82feaa94448d91265a7151bc2cf3ec11c7037548f5195d27b5717941b9a393ac,bb67367ea508c471e95b45a8faec96fdd09c7582eefc9865756d2badffaa12dc
588,207_1.jpg,207_1.provenance.json,68e8724aec4978e4d2a73726abb1e475cf91fd4e50f6bb8c6a4d8b391d8dde80,38fe1aba8c7134e5ca78907b763cbeee6241205454a2b8aa0524f5dfd3014954,d62f0fedfd8a33fa96b78d9ebf6c227632ced36a33c58b5735431596b73368be,70940,154,155,GON-,GON+,7.01,7.02,207_1.jpg,tampered_207_1.jpg,620e8dd2c90e6ca178db4cd8e2a0bf0bf378811d76049962464a17014730715e,dadd2c519e1f4b756e8ae2673016e947782c1635faae6defac12e22359661267,87ba5837e8e65bf233455c9ab74f599077802d415eef8b63e5f8b42f1daecc02
589,207_2.jpg,207_2.provenance.json,cd0968da5d51bac95e93dcd6b569faf82d6e01471f007881edb558544e532b9f,16458172f155f93db25a1de5feea5e5b057598c92462a8d4d471f3f0abe1d7fc,f650cb4be8485e05cf509415d0406cc129e090bac7cbb93152b145d72b752c12,63505,145,144,GON-,GON+,5.37,5.38,207_2.jpg,tampered_207_2.jpg,c7fd109b33332c2ea4b938e9b8f876c7814b6ea422fa23b1290d3627e4c035b5,df9710da883b0ebb71365132ef98531558798d04b8c5e67196e1a80837949040,e31f9ac344e49a96c734ec65249e91100897896805213f23647810e4d156ee18
590,208_0.jpg,208_0.provenance.json,f9e6cd15fca3cf71e15110f89b1db595fee38fa3a08214691ea07a74e564e08c,1094f1be05486c6ccce3e3c8d2572ecc9272dad921fae31b3ab266ba64e0e206,602f1a0da463cb65fdcb400114fdec1ff220313acaacd70731d7354a6846452c,68357,64,65,GON-,GON+,6.78,6.79,208_0.jpg,tampered_208_0.jpg,99d0b8bcb94773fdf79f74ac98cc39a590583f171b1e792e47a7025335ecf882,2ff3d7b100a533b78d1c74ce2098d7b075a62f026bba6056def0874fabf866ef,d1f541a3463baba83db95994f0809775e412ed73235e26e728263eeb8e78d66f
591,208_1.jpg,208_1.provenance.json,25cfea4a079f5d7bcc13172901ee9177a6f46718227f74e1955b7eee025101d2,4fd5f8e14ad9c2e68b8c784090924f60c5dbd7c47e3177c2532da93972e1cd43,586e2ae244fbb5ee7a8eaf736686b1825454819b2b8fe684cf0d8eff6d85c7ac,50611,14,15,GON-,GON+,3.33,3.34,208_1.jpg,tampered_208_1.jpg,11b5e30aba771ed1e232292169be40adf4d1befd3256f9e9c7f962d09852f904,c9e391b0e2694c5675cb15d860a7337803854e4e99d504f41c3cd57991c9b236,e65a5f4c3309a9fd3a630130ad8e2504e2c00249d76cd941515e1530ab377109
592,209_0.jpg,209_0.provenance.json,e8dbf5283f995496a6ee94cb3029413def991470c7efe2d65032159b43ac030d,ee644eb9a663959e1f6692e59e4156123c1cd0d702f79521344a12dc505f2dd1,babc31b4ef3d1543945afb7cac66e7da1e8186a2538167a7dee9e98193b442a1,66819,205,204,GON-,GON+,6.63,6.64,209_0.jpg,tampered_209_0.jpg,99afed7d922ff51858468943789b946f70c096bb71bf58ca6b083d7f79428e5d,f3b80c4d4d973f0b3c6c3a5171532d7583a3275cdac78a11bb256e6a86a39418,bfe350c8e5f485ab20019a712f0a6932c99dcd5961a44be333f9a6c9b08f3ed5
593,210_0.jpg,210_0.provenance.json,79feb44a406ac055d5ac17c46ec2901d0ca10bba62ebc2438609aeccc7558f37,34c0e49dff6d25e28b00e7f14f8363bf83446db93b7bbe2b766af6fcb867da95,c511ba60445253b4e6c8c489f9ecf3d0481c88533a8585265ebbe4e613c3b476,79310,52,53,GON-,GON+,5.57,5.58,210_0.jpg,tampered_210_0.jpg,71540c03f7097c2019ecd3e2f0430f21ef5635d806be510419177d81047d96da,418255f1edd54eb8ebdd285a47bc3e17486321a89f073cf02a31673ed6905e10,b85b67291e8e6b8bb747df01c48eb91e5ce6d15620c513f76ff6fce4b6aeb43d
594,211_0.jpg,211_0.provenance.json,afb3264f6c6df6f18fe9d79edf2cc937cc3c6e456d96fc1c0d4e13b6d9b037ea,4b1976fc486c2aa9da7696d30c0a60ee21792a7497db4b69cf478d55d87fdee6,d8159f8cb3e178f26c57cfd226e35c7c5d9d49506c1257310215c3e57c745ea1,65773,195,194,GON-,GON+,6.86,6.87,211_0.jpg,tampered_211_0.jpg,c124356c74a269115c169bfb7944dd364efe3a4e6261518d790f89d6b66ab7e0,52ddea97f89c08576e885a68a96e999c415b5cb88798cc32909000ff4bd5c651,46c9cec7f135bbfdea6b796f0a08dc0c06c3d8f3d1ae8c66e7fd255552b41760
595,211_1.jpg,211_1.provenance.json,8888f497d24af0130c053dee40d4d04cea18e8e15308f653f2542e01c2d959ae,e9bc4e93c0e5c6deb37077669a890b776c2cfa4197fa481862a8cfd9a3772bf0,60fa4ff06dc40f3c560ff39059f885252e5c6157c07290b8cfde368a6ce1681f,58145,216,217,GON-,GON+,4.64,4.65,211_1.jpg,tampered_211_1.jpg,c6e22db827eb78de225636e0e06bbddff3e84a7e3ebd0ce8b9eb3b660e491792,8a173cf2ade7024c68efc2b72b37f0b83ed50bf1c7a40484d0e3d498c2fb783b,69c54e4aea28cf8259e2ace6627c618e150b9b2512ac8c581c9bf4b2d8ff69f6
596,211_2.jpg,211_2.provenance.json,5a74ae978e7eeaad8a3d0d7682c3c5bced4d4856713088c3745803b7a9b11de6,120d74f5b83fd247eea2d7b698a22e267c668203b5d9a6acf798b3b23983b7b2,ad385eb1a677aceaccb8c2faca5eba086e73aafdbf535cc73e4b6e6406290e44,71302,64,65,GON-,GON+,6.71,6.72,211_2.jpg,tampered_211_2.jpg,2b6e8ed1b2c365d266e88ce719c97010ff3d37972979b36087957500b9bc3989,aecb4b26a8dfdeeba0d11c0ac7112b4a059963d609b87ccf2b01eec50f783046,c19918d3f5b40b12a27ca7ec660d6a9e8d0c73ff594c32f6fed6548e250d90f4
597,212_0.jpg,212_0.provenance.json,1b7af0df48028451048e00fbf86d55e468aa37044893a12427ad062b498831f2,5e6bcc058a25a5ecb9589715d0d3a048935638cb2ffd760510e5f2c01e2f067a,7412e24ed68298d865ae92034f205ffc1fa7cbb7523cc0a41f73f8db48f1c1b1,65057,0,1,GON-,GON+,7.30,7.31,212_0.jpg,tampered_212_0.jpg,af649193663a2f6f8d3b9869aedb32b00660327a0a4db1dc79a0fa4fe1f976e3,6ae09c13d8881c173a33419b2613404e04ec90c3a64ec75ed7ca832cbe2057cc,98947290a252473182d249aa1553686547abc5c223319452f26a66e68dc69582
598,213_0.jpg,213_0.provenance.json,e9ef303eaae3264e5cd943129f4a9c050c1082e0d1afb786b3a7e322c31ffa1b,b461fc616116cedf8391b4c245a53be008ea495f8bb499b3b2e3895d1ae685d5,8327fe9a8a944ebafe6a4a2c5cd01ca8b1a5cd84d10fe361d8ea57df22b45971,64085,94,95,GON-,GON+,6.92,6.93,213_0.jpg,tampered_213_0.jpg,bc83f8ba636b61f9eb8d2e827f73bcbc63a747052fc6f5dcb79ddb7d754d266a,18148051244987ae0e0ccd5d114d398acd4f0e624faad28d8aa83664cf588165,551474ab21d91535ad9d16453752bca724345a978eb60732c71398669f0fb11c
599,214_0.jpg,214_0.provenance.json,8e3c2ba66ed2b944e388bf68872ab42e007c6bbd9cc3fe453a97db142304c209,45cbe0d3814288f574bac0f703ccb0d8184683d28278efe518f0e87e85f62705,c74d9eb7473631dc26763a9cf1592e5b6d1c9c0aa33fe47063ec8459eb5f40b6,65924,155,154,GON-,GON+,6.47,6.48,214_0.jpg,tampered_214_0.jpg,30f50304f4c17b82d28e39617b73c720f20964c71e30d2c987ffc4ad8ddfe7c3,6f498a10182bf024a26d61c4c02ce44410893b050b51209fa0219ff5a62f34ea,f17d6cc20ff0c283b7d32563b570b5ea203049a6acb366b6a7cf604a532e38b4
600,214_1.jpg,214_1.provenance.json,806c40b8a9b1aeb718eb9219827de51d7d82925e289438b527a73fc73eb7d09f,fb0cea0070b54ee982a89dd57a90349566047545f183c0fea1a3cfd26a8fd731,a948a666f71bd173c5bf013f64acaa80d97768f758706d2e06a772da710b1134,63551,115,114,GON-,GON+,5.06,5.07,214_1.jpg,tampered_214_1.jpg,4ea2656e3cb7e409ebba54072f5779252208685ca7cf6b01e0678f7f460664ba,78375074bfd8912bd52769fbeab2076c70038f31b98cbf37440f830f6cd572ab,44585182db2787a012bff6cc7d6108d97daf990f3b0f2eaa452390455f11b912
601,214_2.jpg,214_2.provenance.json,bfc1d584577da9a650a19232b32e7ddf3a0ff47840c7efd2df4b6669de598655,3cc29234619fef3cd9de5eb7eba776747e99ca8bde3eb0711f3dce221b846b0e,8991e22994616fccc69f4c2e92e569f392ca992b203dc00f1924fd35bb670aa4,62926,64,65,GON-,GON+,6.18,6.19,214_2.jpg,tampered_214_2.jpg,9815e96d48769746b823f95f35f1ec204fc6badd60741105da0a9821fb5fa99d,c528ae1e5b194304973bc1df1766fc52412d163947c7b9c0ea681a9467989663,e4f5b65afee08734f3c5c06ca8d8f969f1ce66281660843d19c8b6f87e6d86f0
602,214_3.jpg,214_3.provenance.json,6ffb95361b96068350c6ea89b60a4efec3cd6737e7b4dd6fbd357200f0b9ab4b,f29238fad7a532d3e5912c3f4927325252f46459d985dbf3331568fe960c33ed,57c4138fe0cb9eb3c5b4c765ba1e8ba8bfa8836ce8db71c946da5b8a224e0902,63002,228,229,GON-,GON+,5.93,5.94,214_3.jpg,tampered_214_3.jpg,0b49c514a8dc71097e0c76978bd66bd155870c42dba60fbd0b9d9804c892c624,d4ba1ffb563a42b158662e1e3f9c2e5fd7f3e8f016f69994bfab3e12441afebf,de6e2af203a1678c9a0a85a8e4162ba924c921818bbf7742dca58a58cadfef8a
603,215_0.jpg,215_0.provenance.json,1a9edddbc613eed4be4e40080ed7f61add150f4b1686e1d4de7327404285150c,cb823fcea8b53e38240dc639e35ed2435f9d5d6dbf0e11bba116c3d0fcdc8cbc,9a1529066a2562e626740083fafaa80d79762ed4022451fdbe273c7e39c0dc22,60136,105,104,GON-,GON+,6.65,6.66,215_0.jpg,tampered_215_0.jpg,a15c5ee522290aec24653829e7cb35914175303d252194245a1ad1714b3a7471,fb69bfb73c68eab30eb5ea53471e62039e7dcfc30457eaa85f4735681c414e91,34b5a7f1cf8b747a54fd6b1c258eda0e486270477fcf07d57c00e2bb69b40ae1
604,215_1.jpg,215_1.provenance.json,7a300b0365fde154523756906c778acd1272911e5a930b612da78beb38b06f43,e61d89d743052d1c8df7f353709a01e5f55a8be0036ed1a5606622b966baf003,61ed2b49bb765cb161b0ab19c61a4ad1643a0c88b0acb5ea3c156951b34476e6,62553,64,65,GON-,GON+,6.22,6.23,215_1.jpg,tampered_215_1.jpg,6985311de0ae434e1f33aeb59d1e95180d5a1feb35371131cee9753e342e074b,00ebf05c0e13d4e20d072938ffc056b9732f37d6990364bb845da385b582ecee,afc17e792b3b699437f354ec64197d793d5bb81c16e81b98a56df67561a03948
605,215_2.jpg,215_2.provenance.json,eea0269b9483d7bae6c4aadadf32b5f7e4dd7ca03158eac9a12c5ceed640e065,95965bc4ed8e05ea130ad3d6238f55edee0e98dbd9a3e2202298663aeda144b9,dacb43d65ae574ed5febf2b89a84273c87e755ba1fa7facfef5eeab9a6fe2989,59886,210,211,GON-,GON+,6.36,6.37,215_2.jpg,tampered_215_2.jpg,5bbfde3e5e5b41a3debd7e9468de8feb0673c1c2979d53dfcc1e5b0a380b886a,fdd94b202b3624a292751cc4abcbea178cb32252c8c20ffc576146c50c69790c,aec01b9cb290dfa5ec4c24d27de11accd92b9b595ddc677b6098cc99c2dda510
606,215_3.jpg,215_3.provenance.json,25e46f2d3be78f6325f80f766a65fdabda0d774d77bc8b0f033609457db6ae2b,e76f35d46703d4bb4d0765add29eff3bc1905af2f802bb46baabbc802cf7462f,7fac4956ecb2ae14c418ce0e775ce6187988176295885517100935b7f81bc0e6,63837,38,39,GON-,GON+,4.30,4.31,215_3.jpg,tampered_215_3.jpg,dd9c5436584207d5e0a6bc13a179b091f55e3463fa273bc4ae3ec59f07957684,a4f4ec4cdad0a4c7db1b4a7f331c29a90d62531943945149c7d9258e9fe07d1f,39272221dbab9ea610e9fc846a3b7b5bebfae99060061288d8a3e42178238581
607,216_0.jpg,216_0.provenance.json,9035175f4137d03acdd5b811c06e1a145541b52a5c42a03b57f4262b56681255,860b414e1f89515525b341e536b68b70fa05d0e70b822cd3bd8c80424fc7ca9e,5714b26c3a1adb597bac29fa6b2a343c42c05f306922d7c8e19fa8513d750f54,60629,192,193,GON-,GON+,5.27,5.28,216_0.jpg,tampered_216_0.jpg,40bd404132b94572cfaa08c89ed92beaf39ffe04c68a1e71fad2c5739a008c8b,6caed1d622e8c8209ba208ba3cca5a2348af12e29bffe1661e29a4e0e5b03921,3ebb13f98cc31b21732dfbdefdfa334990cac977714ffc37ac932cfca9d16e3d
608,217_0.jpg,217_0.provenance.json,2821594b51ded7c8e44369ec3f6090e56cfecbb84ffd41c9601e7c8db27862c3,4aefb18b3645a962f916357252cf117ac80eac4b0167b1c9c925d6e9c30fc7d8,6d3171c45d6cb016f9667ab9a712841dc17675e8c88e4a98be323df4cb28e277,65502,72,73,GON-,GON+,6.06,6.07,217_0.jpg,tampered_217_0.jpg,b190d2c11037e806a39af76eb5e48fbddbda033a2a0930bb4f29a4b40e190e6d,11fabc85636ed7f15ed6af8a4646b8aca7422668738eca89048a72ab479b0063,d14a9eadb52cf4823ff4f4cb55cb5a56b023ed1456cf19db34b94998f8679c63
609,218_0.jpg,218_0.provenance.json,42cd36207a303b36f8fd1cd1b1ee64c9f066fe622594c81dd9987e2b04ac0386,55e5da4a09dfa5ec021a4c3bfdcf688c48e36ca29ae0d121035664ad97384e99,ba5925bd3b64d42f472dc7667b0caa3ce8d20549a8c02d7a0b0c02443b75444d,57101,142,143,GON-,GON+,4.71,4.72,218_0.jpg,tampered_218_0.jpg,4ac5af37c3677972ef0aac5c8713a098dd86e7288995017ea35a4e2c3220cfeb,7b86a50033e5cd8ab8c2c2f0fc27ac9a0216c05fc27c9281fc5b9bfbd8a662be,0d61d8f72888440b7ee06db5f142894208ba08ec3e6a41d1bf2cc51902428bc9
610,219_0.jpg,219_0.provenance.json,8151335da4ae265b318bf0894f87f3ab9065b2faaf0dd4eb59425430bf548be6,fb38992768f081adb1431557697edd8add1e2624de763b4065cc53f885c81044,7e384c1beb3811ac60f002f6aa84cb7f987410a69b17ee58d039e664e7869d90,73496,197,196,GON-,GON+,7.23,7.24,219_0.jpg,tampered_219_0.jpg,cdee57bae0efb79e335e6519000d32928b754668c85099a6040a69ef567518b4,6e94c3ccefb78eccb137050d7151c371164f552cfe23155c404c51c8097db89a,7b6dfc335a705dd213db539144323e697147a516b1abbb7609f3f769debb02ad
611,219_1.jpg,219_1.provenance.json,e13b8ae7aedd85e30c3dc67c5729dd519c4987e2edc7967ee7fd806473e3aaf7,2f11eaafbc2551058b1aa578f50f86e27b0b1ebd60490662ac3d0187e64ef116,1bd1869979a59cd56249eeccb1cfad9367a75269bc663e6b911ca07c74a3c1b7,62790,237,236,GON-,GON+,7.14,7.15,219_1.jpg,tampered_219_1.jpg,3cf76d81b45015381e1d2435389d3b196fe28b3e359fd5ae8331e18dd23bd23f,aeae55b9a837c4ca0039eaebacc356d3e0c879ceb3f739a53dd9642d30765c87,05263e9e3e377dc5e481f2ce2139b145983631271060636c6a00347f0891789a
612,219_2.jpg,219_2.provenance.json,d44b41c8e3d994d7767e40554741e0c99803375187a99d1998cca7f6cf117be2,36d7c85f1a0fe75e23b7f892b7d00bd70f9a82e05b4251609917260dc9a95260,205f040a4d0980fe29314e4910d8a698d0989b022cfc8bc9ea4cfa04ca2bcde4,71243,41,40,GON-,GON+,6.53,6.54,219_2.jpg,tampered_219_2.jpg,24efa2dd7bd5a794c930812e8ffdec622e911bf2e6a51eadd41d9ac88032c407,68335585ed3387ea72326bbf5d1c1f9aeafdc75840741c80ba230430b6e15392,02d966fe292af8a979bfefd7b24e2a5a3b722bfef7e38f191cc76a2b8aa00c1f
613,220_0.jpg,220_0.provenance.json,408703210438f8c00a55be0bdea461b8b6d86434a75fcd16771f7690d4cf7deb,1057005d823d37604d91f5c73c1ed84dbadfcd53d6ac58638f372dabf3be1da5,81603b840c2d9286ff13b4f6bb8d2c3f45c67351c94ecd92e698f70f194807de,68029,21,20,GON-,GON+,6.15,6.16,220_0.jpg,tampered_220_0.jpg,f3572f1d3f74b874a8ee841f885e0f8eb304e069e3f88b847fa866ef07608dce,3231fe944316fb3260c2cccc43d50d18da06891a9db2e3324a3b0e9eedcba264,5875ff8fe8b7154e5ae9dd8d53bbc202202079fd8461c9fd39c93c600268456d
614,220_1.jpg,220_1.provenance.json,904a381df71df9ec41d09df3b1ba19f937e5e29e636270224b38df76e7085e52,f3ad3e88540755364eb1555202bddb76cf7a4bfc435fe35aafd9f9b8af0d514a,5e6c654b415db87c3d985da3183079850e8a212ef91d0d69788872b9fbc6e9db,61503,181,180,GON-,GON+,3.95,3.96,220_1.jpg,tampered_220_1.jpg,2bd76fea29f15c278b48243dd09b837b68a552a1c7559ef140e327141f7eca7a,44e2f6fdad41501e31d4704fe6482d92e23cdc98273e3d1044161987d7122c32,021961c3b5a3cb2305220951522979fa2f5286e93fe7273a4e0ca99223d92b88
615,221_0.jpg,221_0.provenance.json,24fd8099909c4538633c3e85eef0dfc636e5e777895c33d5f544c84dd233fb35,b993f3a008df8bbccbd10c9f5fa34145c5f52a172d6c8218e2eb03227fc8ec96,99ce53216b31c1604a688a38aab5781b34a2ee1169789a3dfb767fee5ce8fa44,62815,113,112,GON-,GON+,5.36,5.37,221_0.jpg,tampered_221_0.jpg,7f629adf99fd201db0f752fbefe36851b58b3da60865301b9d8ee1af5c201dff,c9cfa3ad0e5a8017cb7c34fa96440472f3878b23e6e252b45df5dbc82695ab1e,cb70cecb15f30e40b97d5b02d753cf62c4c75b5bf9c72362c4c92b774c380742
616,222_0.jpg,222_0.provenance.json,5b3059ddfd9f209d2c2bd5ec74876ae3408f3132cf4096a9e75f3a18561bd712,784ad1b02b1068f21c712360126956d50dc2c428d96a1e63bd66339ba82d0d1f,cce5d9fc159a7e36e92b5fa5b79af85c5e9ebbd379f1e685472f92ee30568143,60226,5,4,GON-,GON+,4.11,4.12,222_0.jpg,tampered_222_0.jpg,b122946d1f487063e6258ca6a6c6f85352794b8e6c31acbf6392ab8f72684afa,59605f499f244bbb426d2abdd2d22b5bb92450964ee38bb0d28276b169aea797,91f04cd662c345151fc93414afc89915d1fadea3541165ee7e47b2977a06a648
